"","iphash","fingerprint","ipid","q","skip","type","ntrials","startweight","endweight","modeweight","len","unique.weights","time.trial","training","post.training","fingerid"
"1","014b1445de73012cf64076c8ee3fec1d","07883685097d9b8abdfa7387cab7a692","99.250.17",0,0,"x",2,0.0999999999999996,0.0999999999999996,0.0999999999999996,5,3,18,TRUE,FALSE,6
"2","028581fea67679172b7379e9aa84a50c","54ff51ecd0e72fc5e6481091b3f9b429","98.21.67",0,0,"x",16,0,0.2,0,3,3,9,TRUE,FALSE,73
"3","028581fea67679172b7379e9aa84a50c","54ff51ecd0e72fc5e6481091b3f9b429","98.21.67",1,0,"y",16,0.0999999999999996,0,0,6,4,49,TRUE,FALSE,73
"4","028581fea67679172b7379e9aa84a50c","54ff51ecd0e72fc5e6481091b3f9b429","98.21.67",2,0,"y",16,-0.25,0.0999999999999996,-0.25,5,4,19,FALSE,TRUE,73
"5","028581fea67679172b7379e9aa84a50c","54ff51ecd0e72fc5e6481091b3f9b429","98.21.67",3,0,"y",16,1,0.8,1,11,8,43,FALSE,TRUE,73
"6","028581fea67679172b7379e9aa84a50c","54ff51ecd0e72fc5e6481091b3f9b429","98.21.67",5,0,"x",16,0,-0.75,0,4,4,1.08333333333333,FALSE,TRUE,73
"7","028581fea67679172b7379e9aa84a50c","54ff51ecd0e72fc5e6481091b3f9b429","98.21.67",7,0,"y",16,0.575,0.65,0.575,6,5,22,FALSE,TRUE,73
"8","028581fea67679172b7379e9aa84a50c","54ff51ecd0e72fc5e6481091b3f9b429","98.21.67",10,0,"x",16,0.35,0.4,0.35,4,3,19,FALSE,TRUE,73
"9","028581fea67679172b7379e9aa84a50c","54ff51ecd0e72fc5e6481091b3f9b429","98.21.67",11,0,"y",16,0.75,0.675,0.75,12,5,39,FALSE,TRUE,73
"10","02fa6fe70107e0a9974f3e9502ee0a94","9c1d8870d1e854ca55b385a84630a5a0","72.68.1",0,0,"y",2,0.0999999999999996,0.2,0.2,16,12,39,FALSE,FALSE,137
"11","02fa6fe70107e0a9974f3e9502ee0a94","9c1d8870d1e854ca55b385a84630a5a0","72.68.1",1,0,"x",2,0.75,0.85,0.85,6,5,18,FALSE,FALSE,137
"12","03a507ed1075fae83c946a3cab41f942","c47a09a35588beae4176effcce90cf72","122.178.185",0,0,"x",1,0.0999999999999996,5,0.0999999999999996,141,52,3.36666666666667,TRUE,FALSE,165
"13","03de4440505c7a8a4bd12d4c3d723df8","f4c9f96ccdc5d2d89befdfa04785fd63","86.167.117",0,0,"y",1,0.0999999999999996,0.525,0.0999999999999996,9,9,10,FALSE,FALSE,198
"14","0511bf011c7d6aca69d3886570c0f3c4","8b97d27cebddeaaca2ef784d7f5dd58f","216.220.248",0,0,"x",4,0.0999999999999996,0,0.0999999999999996,20,10,50,TRUE,FALSE,121
"15","0c7a8b314184066b55f9d5f155a069b6","764917b3c0254f9b1a01b63ab860eabb","137.22.172",0,0,"x",2,0.0999999999999996,0.2,0.0999999999999996,12,6,20,TRUE,FALSE,105
"16","0cd1879753397b4fa718b4f647f6a42d","09b6960ee5145c21a721c02b70d0e8fc","131.231.195",0,0,"y",2,0.0999999999999996,0.2,0.25,95,36,2.43333333333333,FALSE,FALSE,8
"17","0cfde41b2fc87a2a71c1fa0b4d1dd461","aebb127288565684866f19a5ab8b43cd","24.209.71",0,0,"x",1,0.0999999999999996,1,0.35,52,24,45,TRUE,FALSE,149
"18","0dd4d7fb4242bbd52a795dab7dfdc04f","edab4851965e4b50b926cd7cd2eaee7a","108.11.214",0,0,"x",1,0.0999999999999996,0,0.0999999999999996,22,12,24,TRUE,FALSE,193
"19","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",0,0,"x",13,0.0999999999999996,0.35,0.35,6,5,37,TRUE,FALSE,138
"20","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",1,0,"y",13,0.4,-0.75,0.4,38,38,1,TRUE,FALSE,138
"21","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",2,0,"x",13,0.55,-0.75,0.55,14,14,28,FALSE,TRUE,138
"22","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",3,0,"y",13,1,0.0999999999999996,0.0999999999999996,30,27,47,FALSE,TRUE,138
"23","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",4,0,"y",13,0,0.2,0,3,3,12,FALSE,TRUE,138
"24","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",5,0,"y",13,0.5,0.2,0.5,7,7,14,FALSE,TRUE,138
"25","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",6,0,"y",13,0.55,0.2,0.55,9,9,14,FALSE,TRUE,138
"26","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",7,0,"x",13,0.5,-0.75,-0.75,56,33,1.06666666666667,FALSE,TRUE,138
"27","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",8,0,"x",13,1,-0.75,1,28,28,28,FALSE,TRUE,138
"28","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",9,0,"x",13,0,-0.75,0,4,4,5,FALSE,TRUE,138
"29","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",10,0,"x",13,0.25,-0.5,0.25,7,7,6,FALSE,TRUE,138
"30","0f9f43233f75ec4d1b49bc2e6233891e","9efc0c3084ae676ee89b63e424ad0d3b","71.246.91",11,0,"y",13,0.35,0.2,0.2,26,15,38,FALSE,TRUE,138
"31","0fdd83c05fdbd7ac28638578bed6126d","fff843074c6d7b5a7f49b4316ed3afa1","69.159.113",0,0,"x",2,0.0999999999999996,0.7,0.7,18,17,36,FALSE,FALSE,209
"32","0fdfc216cf365ab509e62d4c2b6bc9af","920de3a67e500bf70c5816d82db6a1b4","88.230.250",0,0,"x",2,-0.25,0,-0.25,14,8,21,FALSE,FALSE,128
"33","0fdfc216cf365ab509e62d4c2b6bc9af","920de3a67e500bf70c5816d82db6a1b4","88.230.250",1,0,"y",2,0.25,0,0.25,4,4,12,FALSE,FALSE,128
"34","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",0,0,"x",15,0.0999999999999996,0.3,0.0999999999999996,11,5,22,TRUE,FALSE,58
"35","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",1,0,"y",15,0.35,0.5,0.5,8,6,4,TRUE,FALSE,58
"36","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",2,0,"x",15,0.25,-0.5,0.25,13,10,12,FALSE,TRUE,58
"37","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",3,0,"x",15,0,-3.5,-1,14,12,21,FALSE,TRUE,58
"38","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",4,0,"y",15,-4,0.25,-4,16,16,34,FALSE,TRUE,58
"39","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",5,0,"x",15,0.3,0.55,0.3,7,7,10,FALSE,TRUE,58
"40","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",6,0,"x",15,1,1.2,1,3,3,8,FALSE,TRUE,58
"41","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",7,0,"y",15,1.1,1.75,1.1,34,20,28,FALSE,TRUE,58
"42","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",8,0,"y",15,0.3,0.4,0.3,3,3,6,FALSE,TRUE,58
"43","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",9,0,"y",15,0.25,0.0999999999999996,0.25,3,3,3,FALSE,TRUE,58
"44","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",10,0,"x",15,0.5,0.575,0.5,4,4,5,FALSE,TRUE,58
"45","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",11,0,"y",15,0.575,0.65,0.575,4,4,5,FALSE,TRUE,58
"46","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",12,0,"x",15,0.3,0.35,0.3,4,3,8,FALSE,TRUE,58
"47","127cf14537b97514f226cd9ffedbb212","3fbaa6dcd333652866b644fe578313de","208.54.45",13,0,"x",15,0,0.7,0,17,17,20,FALSE,TRUE,58
"48","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",0,0,"x",13,0.0999999999999996,0.0999999999999996,0.0999999999999996,11,10,2.01666666666667,TRUE,FALSE,41
"49","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",1,0,"y",13,0,0,0,11,5,50,TRUE,FALSE,41
"50","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",2,0,"y",13,-0.25,0.0999999999999996,-0.25,5,4,14,FALSE,TRUE,41
"51","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",3,0,"y",13,0.6,0.65,0.6,3,3,17,FALSE,TRUE,41
"52","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",4,0,"x",13,0.675,0,0,38,26,41,FALSE,TRUE,41
"53","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",5,0,"x",13,1,0.9,1,3,3,5,FALSE,TRUE,41
"54","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",5,0,"y",13,0.8,0.75,0.8,3,3,5,FALSE,TRUE,41
"55","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",6,0,"y",13,0,0.0999999999999996,0,8,4,21,FALSE,TRUE,41
"56","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",7,0,"y",13,0.55,0.525,0.55,2,2,6,FALSE,TRUE,41
"57","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",8,0,"x",13,0,-0.25,0,12,6,26,FALSE,TRUE,41
"58","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",9,0,"y",13,0.35,0.3,0.35,4,3,10,FALSE,TRUE,41
"59","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",10,0,"y",13,0.5,0.575,0.5,4,4,6,FALSE,TRUE,41
"60","133d5527a22928958d7dabbb024723f9","2d885f7c07e703311ef2ed2044b5fce0","174.251.97",11,0,"x",13,0.55,0.2,0.55,25,15,34,FALSE,TRUE,41
"61","13f3a89740556a9cb51cca540b6f3c06","c3fd381ce206c27235e6b692bc1890b9","69.165.165",0,0,"x",2,0.625,0.675,0.625,13,7,44,FALSE,FALSE,163
"62","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",0,0,"x",11,0.525,0.75,0.45,6,5,7.46666666666667,FALSE,FALSE,52
"63","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",1,0,"y",11,0,0.0999999999999996,0,4,3,10,FALSE,FALSE,52
"64","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",2,0,"y",11,0.75,0.5,0.725,19,13,30,FALSE,FALSE,52
"65","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",3,0,"x",11,0,0.0999999999999996,0,4,3,9,FALSE,FALSE,52
"66","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",4,0,"x",11,0.75,0.45,0.75,12,12,12,FALSE,FALSE,52
"67","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",5,0,"y",11,0.55,0.35,0.55,18,12,23,FALSE,FALSE,52
"68","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",6,0,"x",11,0.75,0.55,0.75,10,10,6,FALSE,FALSE,52
"69","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",7,0,"x",11,0.6,-0.5,-0.25,26,20,24,FALSE,FALSE,52
"70","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",8,0,"x",11,0.25,0.3,0.25,6,4,9,FALSE,FALSE,52
"71","140c4485c0035633f2b1dba500a91eac","37d6f68d69da28a31932829881af702d","129.186.6",9,0,"x",11,0.5,0.5,0.5,7,4,18,FALSE,FALSE,52
"72","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",0,0,"y",31,0.775,0.85,0.85,5,4,12,FALSE,FALSE,96
"73","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",1,0,"y",31,0,0.5,0,9,9,16,FALSE,FALSE,96
"74","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",2,0,"x",31,0.525,0.85,0.525,13,13,25,FALSE,FALSE,96
"75","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",3,0,"x",31,0.75,1,0.75,7,7,13,FALSE,FALSE,96
"76","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",4,0,"y",31,0.5,0.65,0.65,15,11,20,FALSE,FALSE,96
"77","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",6,0,"y",31,0.25,0.35,0.25,3,3,25,FALSE,FALSE,96
"78","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",7,0,"x",31,0.55,0.6,0.55,4,4,5,FALSE,FALSE,96
"79","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",8,0,"x",31,0.6,0.675,0.6,4,4,5,FALSE,FALSE,96
"80","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",9,0,"x",31,0.75,0.775,0.75,2,2,2,FALSE,FALSE,96
"81","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",10,0,"y",31,0.3,0.45,0.3,17,10,21,FALSE,FALSE,96
"82","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",11,0,"x",31,0,0.2,0,3,3,14,FALSE,FALSE,96
"83","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",12,0,"y",31,0.25,0.4,0.25,4,4,3,FALSE,FALSE,96
"84","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",14,0,"x",31,0.3,0.45,0.3,4,4,10,FALSE,FALSE,96
"85","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",15,0,"y",31,0.55,0.5,0.525,6,4,9,FALSE,FALSE,96
"86","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",16,0,"x",31,0.25,0.35,0.25,11,7,14,FALSE,FALSE,96
"87","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",17,0,"x",31,0.4,0.45,0.4,2,2,1,FALSE,FALSE,96
"88","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",18,0,"y",31,0.4,0.55,0.4,5,5,5,FALSE,FALSE,96
"89","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",19,0,"y",31,0.75,1.4,1.3,22,16,24,FALSE,FALSE,96
"90","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",21,0,"y",31,0,0.4,0,7,7,6,FALSE,FALSE,96
"91","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",22,0,"x",31,0.45,0.45,0.45,2,2,0,FALSE,FALSE,96
"92","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",26,0,"y",31,0.25,0.3,0.25,3,3,2,FALSE,FALSE,96
"93","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",27,0,"x",31,0.55,0.65,0.55,5,5,6,FALSE,FALSE,96
"94","14477bafbb0b0e70f39615af1c77cf7f","68b229ea03ffb792a69ac28935a7fd7e","140.107.181",30,0,"y",31,0.75,0.3,0.75,2,2,1,FALSE,FALSE,96
"95","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",0,0,"x",8,0.0999999999999996,0,0.0999999999999996,9,9,23,FALSE,FALSE,133
"96","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",1,0,"y",8,0.5,0.0999999999999996,0.0999999999999996,14,9,29,FALSE,FALSE,133
"97","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",2,0,"x",8,0.2,-0.25,0.2,4,4,15,FALSE,FALSE,133
"98","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",3,0,"y",8,0,0.0999999999999996,0,4,3,10,FALSE,FALSE,133
"99","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",4,0,"x",8,0.75,0.725,0.75,2,2,13,FALSE,FALSE,133
"100","155d4ae668ea36a3249b9dbed8aa77e2","9857258e7f8802de79f4585f7d01a228","35.11.55",5,0,"y",8,0.7,0.725,0.7,13,8,19,FALSE,FALSE,133
"101","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",0,0,"x",20,0,0.575,0.575,16,14,15,TRUE,FALSE,68
"102","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",1,0,"y",20,0.6,0.675,0.6,4,4,3,TRUE,FALSE,68
"103","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",2,0,"y",20,0.55,0.5,0.55,3,3,8,FALSE,TRUE,68
"104","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",3,0,"y",20,0,-0.25,0,2,2,6,FALSE,TRUE,68
"105","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",4,0,"y",20,0.35,0.55,0.35,6,6,6,FALSE,TRUE,68
"106","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",5,0,"x",20,0,0.0999999999999996,0.0999999999999996,4,3,5,FALSE,TRUE,68
"107","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",6,0,"x",20,0.55,0,0,17,14,16,FALSE,TRUE,68
"108","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",7,0,"x",20,0.35,0.2,0.35,6,5,9,FALSE,TRUE,68
"109","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",8,0,"y",20,1,1.1,1,2,2,3,FALSE,TRUE,68
"110","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",9,0,"x",20,1,0,0,37,31,24,FALSE,TRUE,68
"111","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",10,0,"x",20,0.55,0.0999999999999996,0.55,10,10,11,FALSE,TRUE,68
"112","15cff57ada2bd9d902d80db905aba8e5","49b49797412d46f9868272f6329fd93c","68.7.9",17,0,"y",20,0.35,0.35,0.35,2,2,0,FALSE,TRUE,68
"113","16608bdcb3b2a1a68400d91f5721e9ab","41e529d3389987cb04f6105c3353369f","190.42.125",0,0,"x",3,0.0999999999999996,0.3,0.25,9,6,19,TRUE,FALSE,61
"114","16608bdcb3b2a1a68400d91f5721e9ab","41e529d3389987cb04f6105c3353369f","190.42.125",1,0,"y",3,0.25,0.45,0.25,5,5,15,TRUE,FALSE,61
"115","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",0,0,"x",14,0,0.55,0,31,21,31,TRUE,FALSE,177
"116","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",1,0,"y",14,0.575,0.675,0.575,5,5,6,TRUE,FALSE,177
"117","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",2,0,"x",14,0.3,0.625,0.3,10,10,11,FALSE,TRUE,177
"118","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",3,0,"y",14,0,0.0999999999999996,0,10,6,18,FALSE,TRUE,177
"119","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",4,0,"x",14,0.35,0.725,0.35,13,13,18,FALSE,TRUE,177
"120","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",5,0,"x",14,1,0.7,1,9,9,14,FALSE,TRUE,177
"121","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",6,0,"x",14,0,0.25,0,12,8,23,FALSE,TRUE,177
"122","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",7,0,"y",14,0.35,0.45,0.35,9,6,27,FALSE,TRUE,177
"123","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",8,0,"y",14,1,0.7,1,11,10,28,FALSE,TRUE,177
"124","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",9,0,"y",14,0.3,0.575,0.3,8,8,22,FALSE,TRUE,177
"125","167ded81edcee2189b75019df283e9dc","d3ff9a72fb89846dad6dc0bbffd17209","108.95.177",10,0,"y",14,0.75,0.625,0.75,8,7,20,FALSE,TRUE,177
"126","1741711cbdfc5cc7dd6908921da6bc1c","ba3c2ce908b2f269ab6932ccc8b00522","77.248.153",0,0,"y",1,-0.25,0.0999999999999996,-0.25,6,5,4,FALSE,FALSE,156
"127","188b3445fdb718e2d206deb98b244434","f0ae9679590c0e76643b181752dda678","69.133.58",0,0,"y",3,0.775,0.65,0.775,37,21,20,FALSE,FALSE,196
"128","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",0,0,"x",14,0,-0.25,0,4,3,24,TRUE,FALSE,94
"129","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",1,0,"y",14,-0.5,-0.5,-0.5,3,2,31,TRUE,FALSE,94
"130","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",2,0,"x",14,1,0.775,1,12,9,40,FALSE,TRUE,94
"131","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",3,0,"y",14,0.75,0.0999999999999996,0.0999999999999996,22,20,33,FALSE,TRUE,94
"132","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",4,0,"x",14,0,0.35,0,6,6,14,FALSE,TRUE,94
"133","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",5,0,"y",14,0.3,0,0.3,5,5,9,FALSE,TRUE,94
"134","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",6,0,"x",14,0.6,0.525,0.6,4,4,11,FALSE,TRUE,94
"135","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",7,0,"x",14,0.75,0.95,0.75,6,6,16,FALSE,TRUE,94
"136","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",8,0,"y",14,0.3,0.2,0.2,7,5,20,FALSE,TRUE,94
"137","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",9,0,"y",14,0.35,0.2,0.2,6,5,17,FALSE,TRUE,94
"138","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",10,0,"y",14,0.55,0,0,15,13,52,FALSE,TRUE,94
"139","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",11,0,"x",14,0,0.3,0,5,5,9,FALSE,TRUE,94
"140","1b5943f3dc4523a063696162666c6a18","64139d0ec0bf89fdbbc2da71b8e8fe51","64.250.207",12,0,"x",14,0,0.3,0,5,5,14,FALSE,TRUE,94
"141","1c477d9be67f8e21c42f1cc9ad264354","bac71a778c7a08ec69b220474e06d8d7","69.14.64",0,0,"x",5,0.775,0,0.775,41,41,1.1,FALSE,FALSE,157
"142","1c477d9be67f8e21c42f1cc9ad264354","bac71a778c7a08ec69b220474e06d8d7","69.14.64",1,0,"x",5,0,0,0,3,2,10,FALSE,FALSE,157
"143","1c477d9be67f8e21c42f1cc9ad264354","bac71a778c7a08ec69b220474e06d8d7","69.14.64",2,0,"y",5,0.75,0.0999999999999996,0.75,32,31,1.1,FALSE,FALSE,157
"144","1c477d9be67f8e21c42f1cc9ad264354","bac71a778c7a08ec69b220474e06d8d7","69.14.64",3,0,"y",5,0,0.2,0.0999999999999996,9,4,19,FALSE,FALSE,157
"145","1f96572329bd7e34d3016bc2ab272aed","40a13e5ef6812570777d814af80178f3","92.82.30",0,0,"x",3,0.0999999999999996,0,0.0999999999999996,17,14,13,TRUE,FALSE,60
"146","1f96572329bd7e34d3016bc2ab272aed","40a13e5ef6812570777d814af80178f3","92.82.30",2,0,"y",3,1,0.4,1,23,20,32,FALSE,TRUE,60
"147","22636132e40307beaef13cc956fc9d7f","c5fcdcbc8229ce9b4b8955804d76ec3f","121.220.190",0,0,"y",2,0.775,0.625,0.775,11,9,41,FALSE,FALSE,167
"148","2432011040e7ad0d14dcd3f89780814e","c819232cb23d1ad19ecc4e5ebbd79413","68.100.74",0,0,"x",4,-0.25,0.0999999999999996,-0.25,9,6,29,TRUE,FALSE,169
"149","2432011040e7ad0d14dcd3f89780814e","c819232cb23d1ad19ecc4e5ebbd79413","68.100.74",1,0,"y",4,0.2,0.25,0.2,2,2,3,TRUE,FALSE,169
"150","2432011040e7ad0d14dcd3f89780814e","c819232cb23d1ad19ecc4e5ebbd79413","68.100.74",2,0,"x",4,0.6,0.625,0.6,2,2,22,FALSE,TRUE,169
